vendor_name,year_month,monthly_spend
Bil to:Denise Cooper,2022-08-01,26.26
=) a,2022-08-01,5.0
Invoice number INV24345109,2022-08-01,3.0
"Rogers, Olson and Sanders",2022-08-01,3.0
Invoice Date: 10-Aug-2022,2022-08-01,2.0
TAX INVOICE,2022-09-01,2001.51
COMMERCIAL INVOICE,2022-09-01,476.74
Buyer :Christopher Edwards,2022-09-01,97.01
"Parker, Phillips and Thomas",2022-09-01,89.37
Yoder Luc,2022-09-01,13.93
INVOICE,2022-09-01,8.0
Invoice number INVI86-71/990,2022-09-01,6.0
Jensen Group. INVOICE,2022-09-01,4.0
Address:4894 Melanie Pass Apt. 742,2022-09-01,0.0
Huft-Bryan,2022-10-01,571.78
INVOICE,2022-10-01,79.72
TAX INVOICE,2022-10-01,66.96000000000001
INVOICE ©,2022-10-01,41.0
COMMERCIAL INVOICE,2022-10-01,14.0
SMB Invoice Date: 04-Oct-2022,2022-10-01,6.99
COMMERCIAL INVOICE A\,2022-10-01,6.0
INVOICE 1D INVe1640968,2022-10-01,4.0
INVOICE,2022-11-01,1143.73
A Date: 11-Nov-2022,2022-11-01,1000.65
"Duran, Morgan and Loper INVOICE",2022-11-01,80.04
TAX INVOICE,2022-11-01,32.25
Yoder Luc,2022-11-01,24.71
COMMERCIAL INVOICE,2022-11-01,9.0
"Rogers, Olson and Sanders",2022-11-01,6.0
=) a,2022-11-01,4.0
—,2022-11-01,3.0
Invoice number INVE2991383,2022-11-01,2.0
INVOICE,2022-12-01,1701.05
COMMERCIAL INV,2022-12-01,1036.85
TAX INVOICE,2022-12-01,116.62
COMMERCIAL INVOICE,2022-12-01,88.48
Yoder Luc,2022-12-01,35.68
=,2022-12-01,6.39
"""am NO",2023-01-01,49.44
INVOICE,2023-01-01,3.0
INVOICE # INVIS9-86/187,2023-01-01,2.68
Address:4894 Melanie Pass Apt. 742,2023-01-01,0.0
INVOICE 1D INV95151567,2024-01-01,1.23
INVOICE,2024-02-01,79.84
INVOICE,2024-03-01,1218.52
INVOICE,2024-05-01,98.33
INVOICE # ey 1Moa-702,2024-06-01,6.28
INVOICE,2024-07-01,93.71
TAX INVOICE,2024-07-01,41.87
INVOICE 1D INVI27-65/530,2024-07-01,3.0
TAX INVOICE,2024-11-01,21.48
ZEON,2028-01-01,79.46
COMMERCIAL INV,2041-06-01,921.25
INVOICE,2041-10-01,94.0
